filepath,label,mic_type
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_442.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_395.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_226.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02033.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_307.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_582.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_395.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_313.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02097.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_338.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_546.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_530.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_263.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_577.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_027.wav,sin_desgaste,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_167.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_416.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_158.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_499.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_515.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_534.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_159.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_032.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_366.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_255.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_002.wav,sin_desgaste,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_183.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_515.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_213.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_298.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_273.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_507.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_037.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_355.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_153.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_557.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_079.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_167.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_143.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_258.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_101.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_349.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_383.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_228.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_122.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_013.wav,sin_desgaste,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_564.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_143.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_047.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_143.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_482.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_523.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_441.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_285.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_419.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_124.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_040.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_284.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_003.wav,sin_desgaste,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_422.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_399.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_490.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_422.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_420.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_183.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_179.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_489.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_058.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_502.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_540.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_074.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_034.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_522.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_139.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02014.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_461.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02069.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_070.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_420.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_381.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_550.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_462.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_083.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_352.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_498.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_379.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_374.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_308.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_120.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_080.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_276.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_152.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_242.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_355.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_038.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_105.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_176.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_395.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_444.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_310.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_531.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_451.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_569.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_040.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_562.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_533.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_552.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_340.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_359.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_487.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02063.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_151.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_169.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_244.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_333.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02048.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02081.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_116.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_519.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_063.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_123.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_476.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_191.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_526.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_429.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_372.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_548.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_281.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_178.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_388.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_404.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_496.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_073.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02012.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_370.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_311.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_552.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_417.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_561.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_180.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_495.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_470.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_066.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_405.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_434.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_132.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_279.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_267.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_393.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_286.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_413.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_423.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_368.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_367.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_129.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_236.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_073.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_164.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_445.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_353.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_513.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_128.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_520.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_556.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_001.wav,sin_desgaste,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_509.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_585.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_315.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_094.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_371.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_437.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_551.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_087.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_383.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_298.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_038.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_182.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_498.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_089.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_411.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_537.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_421.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_060.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_396.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_166.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02016.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_142.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_105.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_320.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02007.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_147.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_284.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_031.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_173.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_220.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_089.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_448.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_044.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_431.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_387.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_245.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02114.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_115.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_329.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_305.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_011.wav,sin_desgaste,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_549.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02017.wav,medianamente_desgastado,dinamico
D:\dataset\Con falla limpios\6mm_A100\E1_Micrófono2 (condensador)\limpio_broca6_1_343.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_225.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_150.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_306.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_417.wav,medianamente_desgastado,condensador
D:\dataset\Con falla\6mm_A100\E2_Micrófono2 (condensador)\broca_6_2_161.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\6mm_A100\E2_Micrófono2 (condensador)\limpio_broca_6_2_260.wav,medianamente_desgastado,condensador
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02040.wav,medianamente_desgastado,dinamico
